,post_id,date,likes,reposts,comments,text
29,677,1479808141,2,2,0,"Какие курсы будут интересны тебе? Пройди опрос на нашем сайте. Нам важно твое мнение!
https://goo.gl/GGTtkp
 
#опрос #вопрос #учиться #курсы"
30,676,1479803292,3,0,0,"Поставить цель не сложно. А вот реализовать желаемое удается далеко не всегда.
В этой статье вы найдете 5 советов, которые помогут не свернуть с намеченного пути и дойти до конца!
https://goo.gl/UA9iat 
#цели #арсенал_talentedme"
31,675,1479730752,3,0,0,"В чем секрет формулы достойного бренда работодателя?
Создание удачного бренда работодателя – это залог успешной работы всей компании, это лояльность и заинтересованность сотрудников, это дружная команда, повышение продаж и много‑много чего еще для всей организации. И ты еще думаешь, стоит ли над этим работать?! Конечно же, стоит! И в этом видеокурсе ты узнаешь, КАК.
https://goo.gl/29IunA 
https://goo.gl/h5h1Eg
#брендработодателя #hrназаметку #курсы@talentedme"
32,671,1479712102,8,2,1,"#Поражение, #Упорство, #Успех #куспеху@talentedme"
33,667,1479471398,5,1,3,"Ищешь работу своей мечты, ходишь на собеседования, но до сих пор твою гениальность не оценили по достоинству?
Тогда ОБЯЗАТЕЛЬНО посмотри это короткое видео!

И подумай, что в следующий раз ты скажешь на собеседовании:)

Как бы ты «продал» себя за 1 минуту будущему начальнику?
Поделись в комментариях своими идеями!

#собеседование #работамечты #сериал #работа #резюме #юмор"
34,666,1479459959,12,3,0,#цитата #афоризм #изменения #куспеху@talentedme
35,665,1479385134,44,17,0,"10 книг для тех, кто ничего не помнит из школьной и университетской программы и хочет не напрягаясь восполнить этот пробел. Их чтение не только доставит удовольствие, но и расширит ваш кругозор!

Если уже читали что‑нибудь из перечисленного, будем рады, если поделитесь вашим мнением в комментариях.

Красота физики. Постигая устройство природы
Автор: Фрэнк Вильчек
Это фундаментальное исследование рассказывает о том, что красота, гармония и симметрия в природе тесно связаны с основными положениями науки

Математика для взрослых. Лайфхаки для повседневных вычислений
Автор: Кьяртан Поскитт
После ее прочтения вы разберетесь в большинстве базовых терминов и вычислений, сможете применять их в жизни и даже узнаете несколько математических трюков, которыми можно произвести впечатление на друзей.

Sapiens. Краткая история человечества
Автор: Юваль Ной Харари
Почему почти все общества ставили женщин ниже мужчин? Как наука и капитализм стали господствующими вероучениями современной эры? Становились ли люди с течением времени счастливее? Какое будущее нас ожидает? 

Удивительная химия
Автор Илья Леенсон
В увлекательной форме изложены оставшиеся за рамками школьных учебников сведения о химической науке

Голая статистика
Автор: Чарльз Уилан
О статистике с юмором и блестящими наглядными примерами.

Простые вопросы
Автор: Владимир Антонец
Если вам интересно устройство мира или вы хотите знать, как правильно отвечать на простые вопросы вашего ребенка, — эта книга для вас

Психология
Автор: Пол Клейман
Вы хотите знать о психологии больше, но многотомные труды ученых отпугивают своей масштабностью? Теперь не придется тратить годы жизни на изучение этой увлекательной науки

Как устроена экономика?
Автор: Ха‑Джунг‑Чан 
Через будущее европейской валюты, неравенство в Китае, состояние промышленности в США и другие детали вы узнаете, как глобальная экономика работает и почему она влияет на вашу жизнь

Философия. Краткий курс.
Автор: Пол КлейнманФилософияХа‑Джун ЧангChang Ha-Joon 
Во многих книгах и учебниках об интересных и важных философских концепциях и принципах рассказывается так утомительно, что даже Платону было бы сложно их читать. Эта книга другая. В ней нет лишних изнуряющих деталей. Только короткие увлекательные уроки, которые проведут вас через историю человеческой мысли.

Лучшие маршруты мира
В любом путешествии самое главное – спланировать маршрут. Ведь охватить все и сразу невозможно, да и не нужно. Чтобы составить впечатление о той или иной стране, достаточно посетить ее ключевые точки.
В данной книге вы найдете много готовых маршрутов путешествий по миру, которые помогут не запутаться во всем многообразии достопримечательностей.

#книги #чточитать #прокачка@talentedme"
36,664,1479366799,12,2,0,"Как рассказать человеку о его ошибках так, чтобы не обидеть, а, наоборот, замотивировать?

В этой статье ты узнаешь про 10 основ конструктивной критики

https://goo.gl/c7Fx8L

Когда тебя критикуют, важно не только сохранить «лицо», но и извлечь максимум пользы для дальнейшего развития. Как правильно воспринимать критику?

https://goo.gl/AzlkWq

В видео‑курсе «Навыки эффективной обратной связи» ты подробно узнаешь всё про обратную связь и ее особенности.
https://goo.gl/CPA0uC 

#критика #обратнаясвязь #арсенал@talentedme"
37,662,1479283333,14,7,0,"Как пройти собеседование за 1 минуту?
Всем, находящимся в поиске работы, смотреть обязательно!:)

https://www.youtube.com/watch?v=ks6xiZP9gXw

#собеседование #лайфхак #юмор_talentedme #юмор"
38,661,1479282818,7,2,0,"Здесь мы собрали лайфхаки по жестким переговорам, которые помогут тебе стать победителем, а не жертвой.

Начнем с того, чем отличаются жесткие переговоры от обычных?

Обычные переговоры – это переговоры, при которых оба оппонента готовы разговаривать, то есть выяснять позицию другой стороны, прояснять интересы оппонента, заявлять о своих интересах, искать решения, делать некоторые шаги навстречу.

В жестких переговорах часто оппонент рассматривается не как партнер, с которым есть смысл договариваться, а как соперник, которого нужно «победить». 

Предлагаем познакомиться с подборкой статей по жестким переговорам в нашем блоге, а так же посмотреть видео‑курс!
https://goo.gl/R2Ipvo 

Твои главные инструмента для жестких переговоров
https://goo.gl/bLzZwr 
Основные уловки жестких переговоров
https://goo.gl/Amzhvd

#переговоры #жесткиепереговоры #арсенал@talentedme"
39,660,1479197134,26,9,0,"Наверняка ты уже слышал такой термин как Сторителлинг.
А если еще нет, то срочно сохрани себе эту подборку лучших лекций о сторителлинге и посмотри хотя бы одну из них. 
Ведь умение интересно рассказать историю в нашем переполненном информацией мире — это способ привлечь внимание и выделиться из непрерывного информационного потока
 
«Сторителлинг как инструмент руководителя»
Спикер: Марк Кукушкин
https://goo.gl/cppCt7

""47 принципов правды""
Спикеры: Алексей Каптерев и Андрей Скворцов
https://goo.gl/eXujLh

«Сторителлинг в презентациях»
Спикер: Александр Яныхбаш
https://goo.gl/gGTUFB

«Сторителлинг, маркетинг и страсть — три кита успешного продвижения»
Спикер: Лилиана Пертенава
https://goo.gl/fKsIHz

«Что‑то там про сторителлин»
Спикер: Алексей Каптерев
https://goo.gl/GSgo8u

#сторителлинг #лекции #подборка #прокачка@talentedme"
40,659,1479127818,14,2,0,#цитата #афоризм #smartthoughts #куспеху@talentedme
41,658,1479108941,9,1,0,"Как сделать так, чтобы твое резюме через 10 секунд не попало в мусорную корзину?

200 резюме в среднем просматривает рекрутер в день.
5-10 секунд он тратит на просмотр каждого резюме.

Посмотри видео‑курс «Как привлечь внимание работодателя к резюме?», и твое резюме не останется незамеченным!

https://goo.gl/pA6zZd

#резюме #собеседование #курсы@talentedme"
42,657,1478852281,7,1,0,"Тренируем креативность! 
Загадайте вашему коллеге или другу вот такую задачку: 
 
Есть квадрат из 4 точек. 
Каким образом передвинуть 2 из них, чтобы получился квадрат в 2 раза больше? 
Ответ — на картинке. 
#прокачка@talentedme #загадка #креативность"
43,650,1478780280,6,0,0,"Гарантирует ли высокий IQ успешность в карьере и в жизни? Вовсе нет. Поэтому и появилось понятие EQ- эмоционального интеллекта. 
Успешные люди способны к эффективному взаимодействию с другими людьми, основанному на эмоциональных связях, и к эффективному управлению своими собственными эмоциями. В то время как принятое понятие интеллекта не включало эти аспекты, и тесты интеллекта не оценивали эти способности.[ 
Эмоциональный интеллект, как и интеллектуальный, можно тренировать! И упражнения для тренировки довольно просты. Подробнее — в нашем блоге. 
 
https://talentedme.ru/communication/blog/talentedme/210/ 
#эмоциональныйинтеллект #IQ #EQ #арсенал_talentedme"
44,649,1478765880,16,1,0,"Как попасть в состояние потока, если у вас апатия ? 

  Признаки апатии: 
• Вы чувствуете скуку, несмотря на то, что у вас есть дела, которые необходимо выполнить. 
• Вы чувствуете сонливость и усталость. 
• Вы равнодушны, у вас низкая мотивация и вы чувствуете себя подавленно. 
• Вас тянет на сладкое или соленое. 

Если вы в таком положении, то попасть в состояние потока вам помогут следующие шаги: 
1. Усложните себе задачу: если задача слишком простая и скучная, вы попросту можете потерять к ней интерес. 
2. Подвигайтесь: погуляйте, побегайте, попрыгайте, потанцуйте, заставьте свое тело двигаться. 
3. Перекусите или выпейте (в данном случае не имеется в виду алкоголь): при этом будьте уверены, что не употребляете большое количество сахара. 
4. Правильное соотношение боли и удовольствия: спросите себя, что вы почувствуете, если не справитесь с выполнением задачи, и как вам будет приятно, если выполните её. 
5. Включите музыку громко: всё, что зарядит вас оптимизмом и даст мотивации. Для большего эффекта используйте наушники. 
6. Включите режим многозадачности на короткое время: конечно, многозадачность не является эффективной, но это лучше, чем отсутствие выполнения задач. Включите режим многозадачности на 5 — 15 минут, пока снова не почувствуете себя замотивированным. Пообщайтесь в чате с друзьями, включите телевизор и сделайте звонок. Вы немного взбодритесь. Но ни в коем случае не делайте это привычкой. 

О том, как всегда быть «на волне» без лишнего стресса и с максимальной результативностью ты сможешь узнать, послушав курс Филиппа Гузенюка «Состояние потока» 

https://goo.gl/vo3OGu 
 
Первоисточник https://goo.gl/IGGVtD 
 
#арсенал@talentedme #состояниепотока #поток #апатия"
45,647,1478701688,30,6,0,#Трамп #афоризмы #цитата #успех
46,646,1478679481,1,1,0,"Казалось бы, что может быть банальнее, чем канцелярские принадлежности, коих в каждом офисе хоть пруд пруди? Но, оказывается, они могут отлично украсить офисное пространство. Правда, для этого необходимо увеличить эти предметы в десятки раз. Это и сделала студия Radford Wallis, создавшая дизайн офисного здания Giant Office Supplies в Лондоне.
 
#работамечты@talentedme #дизайн #офис"
47,642,1478607480,25,7,0,"В этом посте мы собрали для вас лучшие книги по развитию собственной интуиции. Здесь вы наверняка найдете ответ на вопрос, почему интуиция бывает более точна, чем логика.

 ""Озарение. Сила мгновенных решений"". 
Автор: Малкольм Гладуэлл
…
На богатом материале из области искусства, науки, дизайна, медицины, политики и бизнеса он раскрывает закономерности бессознательных решений и анализирует факторы, 
искажающие этот процесс. 

 ""Самоучитель по развитию интуиции""
Автор: Бруно дель Россо, Деми Мур

 Интуиция - великая способность, которой одарила человека природа. Еще древние греки признавали, что рациональное мышление неполно и нуждается в поддержке интуицией. Сегодня это стало наиболее очевидно. Подсознание, разговаривающее с нами языком Интуиция,знает ответы на многие волнующие человека вопросы. Нужно только научиться правильно их задавать и уметь расшифровывать ответы, которые интуиция дает в виде образов и символов.

 ""Дар интуиции, или Как развить шестое чувство""
Автор: Шерри Диллард 

 Шерри Диллард - медиум с двадцатилетним стажем - убеждена, что каждый человек от природы наделен ""шестым чувством"" и с помощью определенных техник может максимально его развить.

 ""Левое полушарие-правильные решения. Мыслить и действовать. Как интуиция поддерживает логику""
Автор: Фил Розенцвейг

 Что важнее, когда нам необходимо принять серьезное решение: точная информация или смелость, умение мыслить логически или желание следовать эмоциональному порыву? Сложные решения требуют аналитического мышления, интуиции, личной уверенности, готовности к риску. 
Используя примеры из политики, спорта и бизнеса, Фил Розенцвейг объясняет, как безошибочно действовать в нестандартных условиях. 

 ""Развитие интуиции. Как принимать верные решения без сомнений и стресса""
Автор: Гай Клакстон

 Нам часто приходится принимать решения быстро, находясь под давлением руководства, конкурентов, партнеров. 
Многочисленные исследования и эксперименты показывают, что многие проблемы решаются гораздо лучше, если довериться медленному, интуитивному мышлению. Попробуйте размышлять менее линейно и строго, более творчески - и вы убедитесь, что такой способ мышления может обеспечить значительное преимущество.

#прокачка_talentedme #книги #интуиция #чточитать"
48,641,1478593080,10,0,0,"Почему одни руководители дают подробную инструкцию ― что и как делать, а другие считают, что вполне достаточно одного их слова, чтобы все всё поняли и сделали? 
Оказывается, дело может быть как в подчиненном, так и в типе лидерства, который выбирает руководитель. 
 
Кого надо контролировать, а кому делегировать? Об этом вы узнаете в курсе «Ситуационное лидерство» 
 
https://goo.gl/VjzlsN 
 
#лидерство #Курсы@talentedme #делегирование #руководитель"
49,637,1478522281,14,4,0,#цитата #афоризм #идеал #куспеху@talentedme
50,635,1478513247,14,4,0,"В своей книге ""Заразительный. Психология сарафанного радио. Как продукты и идеи становятся популярными"" Йона Бергер проанализировал большое количество видео-роликов, статей, и просто продуктов, которые завоевали бешеную популярность в интернете и не только. 
В этой статье предлагаем вам познакомиться с некоторыми советами из этой книги, а так же узнать ответы на вопросы:

1. Почему люди стояли в о…череди на Серова?
2. Почему песня Шевчука ""Осень"" будет популярна еще много-много лет?
3. Почему так много пародий на клип ""Мама Люба, давай?""
https://talentedme.ru/communication/blog/lezhneva-ekaterina/reklame-uzhe-malo-kto-verit/

#книга #вирусность #очередьнасерова #чточитать #арсенал@talentedme"
51,634,1478507882,16,2,0,"Подборка статей и видео-курсов о том, как составить крутое резюме и успешно пройти собеседование!

Мечтаешь о работе в международной компании? Тогда тебе может пригодиться видео-курс ""Как пройти отбор в крупную международную компанию"". В нем ты узнаешь об особенностях собеседований и отбора. 

https://goo.gl/1HSLG8 
 
Ты отправил много своих резюме, а ответ все никак не приходит? Возможно, ты неверно оформил его, написал не о том или умолчал о важном? Чтобы больше не ломать голову и не думать об этом, предлагаем тебе раз и навсегда научиться грамотно составлять резюме и умело привлекать внимание работодателей! Дарим тебе этот бесплатный видеокурс :) 

https://goo.gl/2jbwP6 
 
А еще читаем в блоге: 
Как привлечь внимание работодателя в интернете? 
https://talentedme.ru/communication/blog/talentedme/171/ 
Как привлечь внимание работодателя на собеседовании? 
https://talentedme.ru/communication/blog/talentedme/172/ 
 
#резюме #собеседование #работа #курсы #курсы@talentedme"
52,631,1478369520,18,4,1,"Для того чтобы у человека не было стресса, у него не должно быть напряженной работы. Если в твоей жизни все легко и просто, и ничто тебя не беспокоит — можешь пролистнуть этот пост! 
А вот если ты хочешь научиться управлять своими эмоциями, обязательно сохрани эту подборку! И помни, что наши проблемы только на 20% состоят из самих проблем и на 80% — из нашего отношения к ним. 
 
Итак, подборка курсов по управлению эмоциями и стрессом. 
 
Узнайте, как бороться со стрессом, пройдя курс «Стресс-менеджмент» 

https://goo.gl/2MY9X2 

Научитесь понимать эмоции окружающих, познакомившись с «Эмоциональной компетентностью» 

https://goo.gl/4NwIyN 

Получите 23 инструмента для профилактики стресса на курсе «Неприкасаемые. Свобода от стресса» 

https://goo.gl/Blc4om 

Узнайте, почему иметь большой IQ недостаточно, посмотрев курс «Эмоциональный интеллект». 
 
https://goo.gl/VJK51m 
 
 #курсы@talentedme #стресс #эмоции #курсы"
53,628,1478261525,5,1,0,"Коллега сидит в соц. сетях часами, устраивает нескончаемые чаепития, походы в туалет и ведет пустые разговоры? Мы знаем, что с этим делать! https://goo.gl/gpnWtW 
 
#арсенал_talentedme #лень #советы"
54,626,1478243524,9,1,2,#куспеху@talentedme #цитата #Адизес #афоризм
55,612,1477314241,4,0,0,"Что ведет тебя по жизни? Принимаешь ли ты себя? А любишь ли? 

Ответы на эти, а также многие другие вопросы, ты найдешь сама, благодаря курсу «Женское лидерство»! https://vk.cc/5KHbuw

#курс@talentedme"
56,601,1477283929,11,0,0,"Проблема современного человека - сохранение баланса между работой и личной жизнью. Пора отказаться от самобичевания и научиться жить в гармонии. 
 
Пройди курс «Колесо баланса» и ты создашь свою жизненную гармонию! https://vk.cc/5KH4ZD 

#курс@talentedme"
57,598,1476892942,16,0,0,"Почему люди готовы идти за тобой на край света или наоборот — делают вид, что тебя не существует? Наш тест определит твой тип личности и поможет грамотно использовать сильные и слабые стороны.

➡ Пройди тест и получи рекомендации: http://vk.cc/5gwUuD

#прокачка@talentedme"
58,587,1476550440,28,4,0,#юмор@talentedme ➡ http://vk.cc/5eIdel
59,585,1476532528,2,0,0,"Успешные предприниматели и спортсмены пользуются десятками инструментов, чтобы добиться цели. Но главное их умение — входить в потоковое состояние, с которого их уже никто не может сбить. Как найти это состояние и черпать энергию из привычных дел? Рассказывает Филипп Гузенюк.

➡ Пройди курс выходного дня на TalentEdme: https://vk.cc/5suQhg

#курс@talentedme"
60,584,1476447562,9,2,0,
61,583,1476381815,31,7,0,"7 способов успокоиться перед выступлением

ℹ Подготовься. Запомни правило шести «П»: тщательный Процесс Подготовки и Практика Предопределяют Превосходное Публичное выступление.

ℹ Изучи место выступления. Не жди, пока выйдешь на сцену. Может так оказаться, что баннер закрывает половину аудитории или проблемы с техникой.

ℹ Практикуйся. Нет лучшего пути успокоиться, чем прорепитировать презентацию вслух, со слушателями, если возможно.

ℹ Визуализируй успех. Спортивные псхилоги доказали, что способности атлетов визуализировать успех повышают шансы на победу. Представь, как слушатели позитивно реагируют.

ℹ Изучи слушателей. Стоит приехать пораньше и поговорить с несколькими участниками об их ожиданиях.

ℹ Делай разминку и глубоко подыши перед выступлением. Найди заранее место, где сможешь размяться или присесть пару раз. Это избавит тело от чрезмерного напряжения.

ℹ Выучи начало. В самом начале выступления часто происходит выброс адреналина. Заучи первые предложения, чтобы не думать о них.

[По материалам https://vk.cc/5IfkmZ] #прокачка@talentedme 

— Видеокурс «Как зацепить аудиторию»: https://vk.cc/5IflpB"
62,582,1476294952,25,5,0,"Как написать успешное резюме: 6 лайфхаков

— Определи цель до написания резюме. Думай об этой цели как о яблочке на мишени, чтобы знать куда метить.

— Используй резюме, чтобы добиться собеседования. Не вдавайся в детали. Стремись быть ясным и кратким. Цель — заинтересовать работодателя, чтобы он захотел пообщаться лично.

— Играй в «зеркало». Просмотри вакансию ещё раз и используй фразы, из которых она состоит.

— Акцентируй внимание на позитивном. Если кажется, что дата выпуска из вуза может смутить работодателя, не указывай её.

— Пиши резюме так, чтобы оно легко читалось. Разбивай текст на абзацы, сократи до 1-2 страниц. Помни, резюме просматривают быстро.

— Покажи резюме кому-нибудь перед отправкой. Попроси этого человека указать на непонятные места.

[Источник: https://vk.cc/2cRuKP] #прокачка@talentedme 

➡ Курс «Как привлечь внимание работодателя к резюме»: https://vk.cc/5qMj1U"
63,579,1476208661,4,1,0,"У каждого есть дела, которые мы постоянно откладываем. Как с ними расправиться и не мучиться угрызениями совести? Советует Оксана Кухарчук.

— Видеокурс «Повышаем личную эффективность»: https://vk.cc/5HLsQk

#видео@talentedme #прокачка@talentedme"
64,578,1476122605,2,0,0,"Говорят, каждая проблема даётся нам для того, чтобы вынести из неё какой-то урок. Вот только главные выводы мы, порой, делаем слишком поздно. Какие именно — рассказывает Оксана Кухарчук.

➡ 6 важных выводов, которые мы делаем поздно: https://vk.cc/5HwePp

#прокачка@talentedme"
65,575,1476032822,12,3,0,"Проверь себя: вот пять симптомов того, что воя речь далека от совершенства и тебе следует ею заняться.

— Слушатели часто просят повторить только что сказанные тобой слова;
— У тебя устаёт горло после десятиминутного разговора;
— У слушателей через некоторое время начинает блуждать взгляд, поскольку ты говоришь монотонно;
— Тебе приходится объяснять слушателям, что ты руководитель (или занимаешь иную высокую должность), потому что по твоей речи этого не скажешь;
— Люди обращают внимание на то, что ты часто, возможно бессознательно, повторяешь словечки или фразы, вроде «гм», «ну», «так», «знаете ли» или «угу».

[Фрагмент из книги Л. Браун]

➡ Видеокурс «Искусство говорить»: https://vk.cc/5He1yB

#прокачка@talentedme"
66,574,1476022025,3,0,0,"Страх затуманивает сознание и не позволяет принимать хорошие решения. Как его преодолеть и перестать бояться — Филипп Гузенюк предлагает три шага.

#видео@talentedme"
67,571,1476014044,3,0,0,"«Ты ночуешь в „курятнике“, ночью под ногами шуршат мыши. В день съедаешь пару пакетиков овсянки — и тебя это совершенно не волнует».

Основатель проекта TalentEdme Оксана Кухарчук два года назад побывала в Тибете и теперь делится личными инсайтами из этого путешествия.

➡ Читай на TalentEdme: https://vk.cc/5HcbQo #прокачка@talentedme"
68,570,1475945340,19,6,0,"Спешить ни к чему, но и запрягать полжизни не стоит.

#куспеху@talentedme ➡ https://vk.cc/5a5QEN"
69,568,1475930208,9,1,1,"Неудачники, ставшие миллиардерами: Ричард Брэнсон

Брэнсон из тех людей, которым в юности не светило ничего сверхъестественного. Ему плохо давались чтение и математика, в 16 лет он ушёл из школы, так и не доучившись.

Решив издавать студенческий журнал, Ричард чуть не отправился в тюрьму за публикацию незаконной рекламы. В 1971 году Брэнсона арестовали по обвинению в продаже записей, которые декларировались как экспортные товары. Мать Брэнсона перезаложила семейный дом, чтобы оплатить штрафы.

Неудачи не помешали Брэнсону создать один из самых успешных и узнаваемых брендов в мире — Virgin, его общее состояние оценивается почти в пять миллиардов.

#куспеху@talentedme 

➡ Видеокурс «От мечты к делу»: https://vk.cc/5GZcna"
70,566,1475919562,2,0,0,"Умение эффективно общаться с клиентами, коллегами и партнёрами — залог успеха почти в любом деле. Какие проблемы при этом могут мешать и как их избежать, делится Игорь Карташов из «Газпромбанка». Познакомься с эффективными инструментами и методиками коммуникации.

➡ Пройди курс выходного дня на TalentEdme: https://vk.cc/5m78UC

#курс@talentedme"
71,565,1475855127,8,0,0,#юмор@talentedme ➡ http://vk.cc/5eIdel
72,564,1475848488,0,0,0,"Когда ты встречаешь свою половинку, мир становится ярче. Но взаимопонимание и открытость могут уйти. Как удержать и пронести чувства через годы? Как сохранить доверие и близость?

На эти вопросы 11 октября ответит голландский целитель и психоэнерготерапевт с 30-ти летним стажем Беттина Брей.

➡ Регистрируйся на бесплатный вебинар: https://vk.cc/5GMeFr"
73,563,1475779904,5,1,0,"5 неочевидных способов зарядиться энергией

Сохрани подборку советов, которые помогут держать себя в тонусе и добиваться успеха в рабочих и личных делах. По материалам lifehacker.ru.

#прокачка@talentedme 

— Курс «Личная жизнь и работа в гармонии»: https://vk.cc/5uDFXd"
74,562,1475688125,5,1,0,"Лидерами не рождаются, ими становятся. Вот десять качеств, которыми должен обладать настоящий лидер:

— Умение влиять на окружающих. Основа харизмы — способность быть не таким, как все. Говорят, Наполеон знал всех солдат поимённо.

— Уверенность в себе. Истинный лидер излучает уверенность и способность справиться с любой задачей.

— Стрессоустойчивость. Лидер уравновешен, невозмутим и остаётся хладнокровным в любой ситуации.

— Изобретательность. Способность к творческому решению задач или креативность всегда возвышали их обладателя в глазах окружающих.

— Предприимчивость. Настоящий лидер обязан быть предприимчивым, энергичным и способным на разумный риск.

— Ответственность. Это с лучшей стороны характеризует человека, претендующего на лидерство.

— Самостоятельность. Подчиненные должны быть уверены, что их лидер абсолютно самостоятелен и независим в принятии решений.

— Настойчивость. Упорство в глазах окружающих является большим плюсом, упрямство — столь же большим минусом.

— Общительность. Нелюдим и мизантроп никогда не завоюет любовь и авторитет. Все настоящие лидеры умели быть приятными в общении.

— Самодисциплина. Люди легко прощают себе самые разные слабости, но отказывают в этом лидерам.

[Источник: https://vk.cc/GQk2M] #прокачка@talentedme 

➡ Видеокурс «Развитие лидерского потенциала»: https://vk.cc/5wJdu4"
75,560,1475571978,0,0,0,"Когда все участники команды находятся в разных местах, работа строится совсем по-другому. Прежде чем решиться на такой формат, взвесьте все за и против.

➡ Что нужно знать — читайте на TalentEdme: https://vk.cc/5FYVec

#прокачка@talentedme"
76,559,1475419322,108,36,0,"Шесть мотивирующих фильмов, которые должен посмотреть каждый

— Человек, который изменил все;
— Перед классом;
— 1+1;
— Легенда № 17;
— Король говорит!;
— Вселенная Стивена Хокинга.

➡ Пройди видеокурс «Законы победителей»: https://vk.cc/5Fz6Qv

#арсенал@talentedme"
77,557,1475405686,3,0,0,"Не зарплатой единой: пять важных пунктов, которые влияют на лояльность, мотивацию и само решение о выборе работодателя.

— Удобное расположение офиса — святая святых для подавляющего большинства работников. Мало кто хочет терпеть такую радость, как три часа в дороге в один конец.

— Компетентный и адекватный руководитель. За «золотым» руководителем подчиненные готовы идти куда угодно, лишь бы похвалил.

— Задачи и профессиональное мнение. Всегда приятно видеть плоды своих трудов и то, что это замечает кто-то еще, помимо тебя. Человеку важно знать, что к его мнению прислушивается.

— Адекватность корпоративных правил. Те же послабления в дресс-коде для многих профессионалов становятся решающими при выборе работодателя.

— Доступность руководства. Это важно! Есть большая разница в том, когда ты можешь просто позвонить или написать руководителю, и когда тебе нужно встать в двухнедельную очередь.

[ Полная версия: https://vk.cc/5FyH8s ] #прокачка@talentedme"
